0.58	0.2	0.06	0.0	0.0	0.0	0.03	0.65	0.26	0.06	0.07	0.59	0.03	0	0	Said Hassan Ahmed compared to Jagdish Chandra Patra
0.75	0.99	0.82	0.0	0.0	0.72	0.66	1.0	0.75	0.69	1.0	0.88	0.66	1	1	Marcelino Bicho Dos Santos compared to Marcelino B. Santos
0.51	0.19	0.0	0.0	0.0	0.0	0.0	0.41	0.08	0.0	0.0	0.58	0.0	0	0	Stephen Fung compared to Andrew E. Smith
0.33	0.16	0.0	0.0	0.0	0.0	0.0	0.48	0.08	0.0	0.0	0.48	0.0	0	0	Patrice Caire compared to Kohtaro Ohba
0.31	0.15	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.46	0.0	1	0	Geleyn R. Meijer compared to Vittorio Dante
0.33	0.16	0.06	0.0	0.0	0.0	0.03	0.52	0.17	0.06	0.07	0.47	0.04	0	0	Andrew Thangaraj compared to Samphan Phrompichai
0.86	0.95	0.88	0.0	1.0	1.0	0.75	1.0	0.86	0.84	0.95	0.97	0.75	1	1	Detlef Sass compared to Detlef Saß
0.29	0.2	0.0	0.0	0.0	0.0	0.0	0.41	0.21	0.0	0.0	0.6	0.0	0	0	Johannes Hanika compared to R. Thompson
0.58	0.19	0.11	0.0	0.0	0.34	0.06	0.72	0.25	0.1	0.12	0.59	0.06	0	0	John D. Kanellopoulos compared to Joanna Golinska-Pilarek
0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.05	0.0	0.0	0.0	0.0	0	0	Reza Sherafat Kazemzadeh compared to Bo Xiao
0.42	0.16	0.0	0.0	0.0	0.0	0.0	0.48	0.08	0.0	0.0	0.48	0.0	0	0	Gautam Hazari compared to István Juhos
0.72	0.91	0.84	0.0	0.0	0.54	0.69	0.98	0.72	0.69	1.0	0.76	0.69	1	1	Alex Aussem compared to Alexandre Aussem
0.89	1.0	0.86	0.0	0.0	1.0	0.74	1.0	0.89	0.8	0.94	0.99	0.74	1	1	Sérgio Soares compared to Sérgio C. B. Soares
0.89	1.0	0.9	0.0	0.0	0.81	0.77	1.0	0.89	0.82	1.0	0.99	0.77	1	1	Willem P. de Roever compared to Willem-Paul de Roever
0.4	0.18	0.08	0.0	0.0	0.0	0.04	0.46	0.13	0.07	0.1	0.54	0.05	0	0	Sang-Heon Lee compared to Alexander V. Mitin
0.15	0.2	0.0	0.0	0.0	0.0	0.0	0.36	0.15	0.0	0.0	0.6	0.0	0	0	Wouter Van Steenbergen compared to Kamel Jedidi
0.53	0.21	0.19	0.0	0.0	0.0	0.1	0.63	0.21	0.17	0.21	0.63	0.1	0	0	Florian Lautenbacher compared to Katsunori Tanaka
0.38	0.2	0.08	0.0	0.0	0.0	0.04	0.47	0.13	0.07	0.11	0.6	0.04	0	0	Jean-Michel Friedt compared to George Adam
0.77	1.0	0.82	0.0	0.0	1.0	0.66	0.95	0.77	0.7	0.99	0.84	0.66	1	1	Marius-Calin Silaghi compared to Marius Silaghi
0.18	0.15	0.0	0.0	0.0	0.0	0.0	0.46	0.09	0.0	0.0	0.46	0.0	0	0	Saurabh Ray compared to Tsung-Lin Lee
0.33	0.18	0.0	0.0	0.0	0.0	0.0	0.49	0.07	0.0	0.0	0.49	0.0	1	0	Yoshifumi Nishio compared to Huynh Phung Huynh
0.91	1.0	0.98	0.0	1.0	1.0	0.9	1.0	0.91	0.9	1.0	1.0	0.9	1	1	Vincent John Mooney III compared to Vincent John Mooney
0.76	0.92	0.78	0.0	0.0	0.54	0.61	0.97	0.76	0.67	0.96	0.97	0.61	1	1	Jeffrey T. Draper compared to Jeff Draper
0.7	0.89	0.83	0.0	0.0	1.0	0.68	0.98	0.7	0.68	1.0	0.75	0.68	1	1	Xavier Alamán compared to Xavier Alamán Roldán
0.73	0.98	0.85	0.0	0.0	1.0	0.71	0.99	0.73	0.71	1.0	0.95	0.71	1	1	Gabriel Jiménez compared to Gabriel Jiménez-Moreno
0.95	1.0	0.86	0.0	0.0	1.0	0.73	1.0	0.95	0.82	0.92	1.0	0.73	1	1	Petri Helo compared to Petri T. Helo
0.85	0.95	0.77	1.0	1.0	1.0	0.61	1.0	0.85	0.69	0.9	1.0	0.61	1	1	Ronny Meir compared to Ron Meir
0.27	0.15	0.0	0.0	0.0	0.0	0.0	0.29	0.09	0.0	0.0	0.46	0.0	0	0	Weihua Zhou compared to Paul Karänke
0.4	0.18	0.0	0.0	0.0	0.5	0.0	0.55	0.2	0.0	0.0	0.55	0.0	0	0	D. Gonçalves compared to C. T. Clarke
0.98	1.0	0.93	0.0	0.0	1.0	0.84	1.0	0.98	0.9	0.97	1.0	0.84	1	1	Abraham Flaxman compared to Abraham D. Flaxman
0.33	0.17	0.0	0.0	0.0	0.0	0.0	0.43	0.07	0.0	0.0	0.5	0.0	0	0	Ludovic Denoyer compared to Thomas Greutmann
0.73	0.98	0.85	0.0	0.0	1.0	0.71	0.99	0.73	0.71	1.0	0.95	0.71	1	1	Gabriel Jiménez compared to Gabriel Jiménez-Moreno
0.33	0.16	0.0	0.0	0.0	0.0	0.0	0.48	0.08	0.0	0.0	0.48	0.0	0	0	Steven Seida compared to Jean-Loup Baer
0.21	0.2	0.0	0.0	0.0	0.0	0.0	0.29	0.07	0.0	0.0	0.6	0.0	0	0	Abdülhakim Ünlü compared to Yongho Lee
1.0	1.0	0.95	0.0	1.0	1.0	0.85	1.0	1.0	0.91	0.99	1.0	0.85	1	1	Robert D. Stevens compared to Robert Stevens
0.96	0.92	1.0	1.0	1.0	1.0	0.95	1.0	0.96	0.95	1.0	1.0	0.95	1	1	Eugenia Ternovskaia compared to Eugenia Ternovska
0.56	0.22	0.07	0.0	0.0	0.0	0.04	0.43	0.19	0.07	0.08	0.66	0.04	0	0	Luis A. Cisternas compared to Ragnar Schierholz
0.4	0.17	0.08	0.0	0.0	0.0	0.04	0.56	0.2	0.07	0.08	0.51	0.04	0	0	Juan Carlos Peris compared to Guzmán Santafé
0.43	0.17	0.1	0.0	0.0	0.0	0.05	0.42	0.14	0.08	0.12	0.52	0.05	0	0	Han-Yang You compared to Yoshihide Yamada
